SampleID,Cross,Tank ,System,Polyp,UniPolyp,Eggs(Sample),Mesentary,Count,Year,Treatment
2581,LL,IHP1A,IHP1,4,2581_4,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,5,2581_5,Y,1,4,2020,NA
2581,LL,IHP1A,IHP1,5,2581_5,Y,2,4,2020,NA
2581,LL,IHP1A,IHP1,5,2581_5,N,3,0,2020,NA
2581,LL,IHP1A,IHP1,5,2581_5,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,6,2581_6,Y,1,2,2020,NA
2581,LL,IHP1A,IHP1,6,2581_6,Y,2,4,2020,NA
2581,LL,IHP1A,IHP1,6,2581_6,N,3,0,2020,NA
2581,LL,IHP1A,IHP1,6,2581_6,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,7,2581_7,N,1,0,2020,NA
2581,LL,IHP1A,IHP1,7,2581_7,N,2,0,2020,NA
2581,LL,IHP1A,IHP1,7,2581_7,N,3,0,2020,NA
2581,LL,IHP1A,IHP1,7,2581_7,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,8,2581_8,N,1,0,2020,NA
2581,LL,IHP1A,IHP1,8,2581_8,N,2,0,2020,NA
2581,LL,IHP1A,IHP1,8,2581_8,N,3,0,2020,NA
2581,LL,IHP1A,IHP1,8,2581_8,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,9,2581_9,N,1,0,2020,NA
2581,LL,IHP1A,IHP1,9,2581_9,N,2,0,2020,NA
2581,LL,IHP1A,IHP1,9,2581_9,N,3,0,2020,NA
2581,LL,IHP1A,IHP1,9,2581_9,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,10,2581_10,N,1,0,2020,NA
2581,LL,IHP1A,IHP1,10,2581_10,N,2,0,2020,NA
2581,LL,IHP1A,IHP1,10,2581_10,N,3,0,2020,NA
2581,LL,IHP1A,IHP1,10,2581_10,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,11,2581_11,Y,1,2,2020,NA
2581,LL,IHP1A,IHP1,11,2581_11,N,2,0,2020,NA
2581,LL,IHP1A,IHP1,11,2581_11,Y,3,2,2020,NA
2581,LL,IHP1A,IHP1,11,2581_11,N,4,0,2020,NA
2581,LL,IHP1A,IHP1,12,2581_12,Y,1,3,2020,NA
2581,LL,IHP1A,IHP1,12,2581_12,Y,2,2,2020,NA
2581,LL,IHP1A,IHP1,12,2581_12,Y,3,3,2020,NA
2581,LL,IHP1A,IHP1,12,2581_12,Y,4,4,2020,NA
2581,LL,IHP1A,IHP1,13,2581_13,Y,1,3,2020,NA
2581,LL,IHP1A,IHP1,13,2581_13,Y,2,2,2020,NA
2581,LL,IHP1A,IHP1,13,2581_13,Y,3,2,2020,NA
2581,LL,IHP1A,IHP1,13,2581_13,N,4,0,2020,NA
2564,LT,IHP1B,IHP1,1,2564_1,Y,1,4,2020,Ambient
2564,LT,IHP1B,IHP1,1,2564_1,Y,2,3,2020,Ambient
2564,LT,IHP1B,IHP1,1,2564_1,Y,3,2,2020,Ambient
2564,LT,IHP1B,IHP1,1,2564_1,Y,4,5,2020,Ambient
2564,LT,IHP1B,IHP1,2,2564_2,Y,1,2,2020,Ambient
2564,LT,IHP1B,IHP1,2,2564_2,N,2,0,2020,Ambient
2564,LT,IHP1B,IHP1,2,2564_2,N,3,0,2020,Ambient
2564,LT,IHP1B,IHP1,2,2564_2,N,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,3,2564_3,N,1,0,2020,Ambient
2564,LT,IHP1B,IHP1,3,2564_3,N,2,0,2020,Ambient
2564,LT,IHP1B,IHP1,3,2564_3,N,3,0,2020,Ambient
2564,LT,IHP1B,IHP1,3,2564_3,N,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,4,2564_4,Y,1,6,2020,Ambient
2564,LT,IHP1B,IHP1,4,2564_4,Y,2,4,2020,Ambient
2564,LT,IHP1B,IHP1,4,2564_4,Y,3,2,2020,Ambient
2564,LT,IHP1B,IHP1,4,2564_4,Y,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,5,2564_5,Y,1,5,2020,Ambient
2564,LT,IHP1B,IHP1,5,2564_5,Y,2,3,2020,Ambient
2564,LT,IHP1B,IHP1,5,2564_5,Y,3,7,2020,Ambient
2564,LT,IHP1B,IHP1,5,2564_5,Y,4,2,2020,Ambient
2564,LT,IHP1B,IHP1,6,2564_6,Y,1,4,2020,Ambient
2564,LT,IHP1B,IHP1,6,2564_6,Y,2,4,2020,Ambient
2564,LT,IHP1B,IHP1,6,2564_6,N,3,0,2020,Ambient
2564,LT,IHP1B,IHP1,6,2564_6,N,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,7,2564_7,Y,1,2,2020,Ambient
2564,LT,IHP1B,IHP1,7,2564_7,Y,2,3,2020,Ambient
2564,LT,IHP1B,IHP1,7,2564_7,N,3,0,2020,Ambient
2564,LT,IHP1B,IHP1,7,2564_7,N,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,8,2564_8,N,1,0,2020,Ambient
2564,LT,IHP1B,IHP1,8,2564_8,N,2,0,2020,Ambient
2564,LT,IHP1B,IHP1,8,2564_8,N,3,0,2020,Ambient
2564,LT,IHP1B,IHP1,8,2564_8,N,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,9,2564_9,Y,1,2,2020,Ambient
2564,LT,IHP1B,IHP1,9,2564_9,Y,2,3,2020,Ambient
2564,LT,IHP1B,IHP1,9,2564_9,N,3,0,2020,Ambient
2564,LT,IHP1B,IHP1,9,2564_9,N,4,0,2020,Ambient
2564,LT,IHP1B,IHP1,10,2564_10,Y,1,4,2020,Ambient
2564,LT,IHP1B,IHP1,10,2564_10,Y,2,1,2020,Ambient
2564,LT,IHP1B,IHP1,10,2564_10,Y,3,1,2020,Ambient
2564,LT,IHP1B,IHP1,10,2564_10,Y,4,3,2020,Ambient
5507,LT,SGS4A,SGS4,1,5507_1,Y,1,5,2020,Elevated
5507,LT,SGS4A,SGS4,1,5507_1,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,1,5507_1,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,1,5507_1,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,2,5507_2,Y,1,4,2020,Elevated
5507,LT,SGS4A,SGS4,2,5507_2,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,2,5507_2,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,2,5507_2,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,3,5507_3,N,1,0,2020,Elevated
5507,LT,SGS4A,SGS4,3,5507_3,Y,2,4,2020,Elevated
5507,LT,SGS4A,SGS4,3,5507_3,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,3,5507_3,Y,4,2,2020,Elevated
5507,LT,SGS4A,SGS4,4,5507_4,N,1,0,2020,Elevated
5507,LT,SGS4A,SGS4,4,5507_4,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,4,5507_4,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,4,5507_4,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,5,5507_5,N,1,0,2020,Elevated
5507,LT,SGS4A,SGS4,5,5507_5,Y,2,5,2020,Elevated
5507,LT,SGS4A,SGS4,5,5507_5,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,5,5507_5,Y,4,4,2020,Elevated
5507,LT,SGS4A,SGS4,6,5507_6,Y,1,3,2020,Elevated
5507,LT,SGS4A,SGS4,6,5507_6,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,6,5507_6,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,6,5507_6,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,7,5507_7,Y,1,4,2020,Elevated
5507,LT,SGS4A,SGS4,7,5507_7,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,7,5507_7,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,7,5507_7,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,8,5507_8,N,1,0,2020,Elevated
5507,LT,SGS4A,SGS4,8,5507_8,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,8,5507_8,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,8,5507_8,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,9,5507_9,Y,1,4,2020,Elevated
5507,LT,SGS4A,SGS4,9,5507_9,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,9,5507_9,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,9,5507_9,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,10,5507_10,N,1,0,2020,Elevated
5507,LT,SGS4A,SGS4,10,5507_10,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,10,5507_10,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,10,5507_10,N,4,0,2020,Elevated
5507,LT,SGS4A,SGS4,11,5507_11,Y,1,2,2020,Elevated
5507,LT,SGS4A,SGS4,11,5507_11,N,2,0,2020,Elevated
5507,LT,SGS4A,SGS4,11,5507_11,N,3,0,2020,Elevated
5507,LT,SGS4A,SGS4,11,5507_11,N,4,0,2020,Elevated
2596,LT,IHP1A,IHP1,1,2596_1,Y,1,5,2020,Elevated
2596,LT,IHP1A,IHP1,1,2596_1,Y,2,6,2020,Elevated
2596,LT,IHP1A,IHP1,1,2596_1,Y,3,6,2020,Elevated
2596,LT,IHP1A,IHP1,1,2596_1,Y,4,3,2020,Elevated
2596,LT,IHP1A,IHP1,2,2596_2,Y,1,7,2020,Elevated
2596,LT,IHP1A,IHP1,2,2596_2,Y,2,6,2020,Elevated
2596,LT,IHP1A,IHP1,2,2596_2,Y,3,6,2020,Elevated
2596,LT,IHP1A,IHP1,2,2596_2,Y,4,5,2020,Elevated
2596,LT,IHP1A,IHP1,3,2596_3,Y,1,3,2020,Elevated
2596,LT,IHP1A,IHP1,3,2596_3,Y,2,3,2020,Elevated
2596,LT,IHP1A,IHP1,3,2596_3,Y,3,3,2020,Elevated
2596,LT,IHP1A,IHP1,3,2596_3,N,4,0,2020,Elevated
2596,LT,IHP1A,IHP1,4,2596_4,Y,1,7,2020,Elevated
2596,LT,IHP1A,IHP1,4,2596_4,Y,2,4,2020,Elevated
2596,LT,IHP1A,IHP1,4,2596_4,Y,3,7,2020,Elevated
2596,LT,IHP1A,IHP1,4,2596_4,Y,4,3,2020,Elevated
2596,LT,IHP1A,IHP1,5,2596_5,Y,1,4,2020,Elevated
2596,LT,IHP1A,IHP1,5,2596_5,Y,2,6,2020,Elevated
2596,LT,IHP1A,IHP1,5,2596_5,Y,3,5,2020,Elevated
2596,LT,IHP1A,IHP1,5,2596_5,Y,4,5,2020,Elevated
2596,LT,IHP1A,IHP1,6,2596_6,Y,1,3,2020,Elevated
2596,LT,IHP1A,IHP1,6,2596_6,Y,2,3,2020,Elevated
2596,LT,IHP1A,IHP1,6,2596_6,Y,3,3,2020,Elevated
2596,LT,IHP1A,IHP1,6,2596_6,Y,4,2,2020,Elevated
2596,LT,IHP1A,IHP1,7,2596_7,Y,1,11,2020,Elevated
2596,LT,IHP1A,IHP1,7,2596_7,Y,2,6,2020,Elevated
2596,LT,IHP1A,IHP1,7,2596_7,Y,3,5,2020,Elevated
2596,LT,IHP1A,IHP1,7,2596_7,Y,4,9,2020,Elevated
2596,LT,IHP1A,IHP1,8,2596_8,Y,1,5,2020,Elevated
2596,LT,IHP1A,IHP1,8,2596_8,Y,2,5,2020,Elevated
2596,LT,IHP1A,IHP1,8,2596_8,Y,3,7,2020,Elevated
2596,LT,IHP1A,IHP1,8,2596_8,Y,4,6,2020,Elevated
2596,LT,IHP1A,IHP1,9,2596_9,Y,1,3,2020,Elevated
2596,LT,IHP1A,IHP1,9,2596_9,Y,2,3,2020,Elevated
2596,LT,IHP1A,IHP1,9,2596_9,Y,3,4,2020,Elevated
2596,LT,IHP1A,IHP1,9,2596_9,Y,4,2,2020,Elevated
2596,LT,IHP1A,IHP1,10,2596_10,,1,4,2020,Elevated
2596,LT,IHP1A,IHP1,10,2596_10,,2,5,2020,Elevated
2596,LT,IHP1A,IHP1,10,2596_10,,3,3,2020,Elevated
2596,LT,IHP1A,IHP1,10,2596_10,,NA,NA,2020,Elevated
2540,LT,SGS4B,SGS4,1,2540_1,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,1,2540_1,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,1,2540_1,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,1,2540_1,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,2,2540_2,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,2,2540_2,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,2,2540_2,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,2,2540_2,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,3,2540_3,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,3,2540_3,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,3,2540_3,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,3,2540_3,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,4,2540_4,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,4,2540_4,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,4,2540_4,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,4,2540_4,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,5,2540_5,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,5,2540_5,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,5,2540_5,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,5,2540_5,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,6,2540_6,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,6,2540_6,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,6,2540_6,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,6,2540_6,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,7,2540_7,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,7,2540_7,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,7,2540_7,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,7,2540_7,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,8,2540_8,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,8,2540_8,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,8,2540_8,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,8,2540_8,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,9,2540_9,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,9,2540_9,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,9,2540_9,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,9,2540_9,N,4,0,2020,Ambient
2540,LT,SGS4B,SGS4,10,2540_10,N,1,0,2020,Ambient
2540,LT,SGS4B,SGS4,10,2540_10,N,2,0,2020,Ambient
2540,LT,SGS4B,SGS4,10,2540_10,N,3,0,2020,Ambient
2540,LT,SGS4B,SGS4,10,2540_10,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,1,2627_1,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,1,2627_1,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,1,2627_1,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,1,2627_1,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,2,2627_2,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,2,2627_2,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,2,2627_2,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,2,2627_2,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,3,2627_3,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,3,2627_3,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,3,2627_3,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,3,2627_3,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,4,2627_4,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,4,2627_4,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,4,2627_4,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,4,2627_4,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,5,2627_5,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,5,2627_5,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,5,2627_5,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,5,2627_5,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,6,2627_6,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,6,2627_6,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,6,2627_6,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,6,2627_6,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,7,2627_7,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,7,2627_7,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,7,2627_7,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,7,2627_7,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,8,2627_8,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,8,2627_8,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,8,2627_8,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,8,2627_8,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,9,2627_9,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,9,2627_9,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,9,2627_9,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,9,2627_9,N,4,0,2020,Ambient
2627,LL,SGS4B,SGS4,10,2627_10,N,1,0,2020,Ambient
2627,LL,SGS4B,SGS4,10,2627_10,N,2,0,2020,Ambient
2627,LL,SGS4B,SGS4,10,2627_10,N,3,0,2020,Ambient
2627,LL,SGS4B,SGS4,10,2627_10,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,1,5462_1,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,1,5462_1,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,1,5462_1,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,1,5462_1,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,2,5462_2,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,2,5462_2,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,2,5462_2,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,2,5462_2,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,3,5462_3,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,3,5462_3,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,3,5462_3,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,3,5462_3,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,4,5462_4,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,4,5462_4,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,4,5462_4,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,4,5462_4,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,5,5462_5,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,5,5462_5,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,5,5462_5,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,5,5462_5,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,6,5462_6,Y,1,1,2020,Ambient
5462,LL,SGS4C,SGS4,6,5462_6,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,6,5462_6,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,6,5462_6,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,7,5462_7,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,7,5462_7,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,7,5462_7,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,7,5462_7,Y,4,2,2020,Ambient
5462,LL,SGS4C,SGS4,8,5462_8,N,1,0,2020,Ambient
5462,LL,SGS4C,SGS4,8,5462_8,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,8,5462_8,N,3,0,2020,Ambient
5462,LL,SGS4C,SGS4,8,5462_8,Y,4,3,2020,Ambient
5462,LL,SGS4C,SGS4,9,5462_9,Y,1,2,2020,Ambient
5462,LL,SGS4C,SGS4,9,5462_9,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,9,5462_9,Y,3,2,2020,Ambient
5462,LL,SGS4C,SGS4,9,5462_9,N,4,0,2020,Ambient
5462,LL,SGS4C,SGS4,10,5462_10,Y,1,3,2020,Ambient
5462,LL,SGS4C,SGS4,10,5462_10,N,2,0,2020,Ambient
5462,LL,SGS4C,SGS4,10,5462_10,Y,3,3,2020,Ambient
5462,LL,SGS4C,SGS4,10,5462_10,N,4,0,2020,Ambient
2535,LT,SGS4B,SGS4,1,2535_1,Y,1,3,2020,Ambient
2535,LT,SGS4B,SGS4,1,2535_1,Y,2,3,2020,Ambient
2535,LT,SGS4B,SGS4,1,2535_1,Y,3,4,2020,Ambient
2535,LT,SGS4B,SGS4,1,2535_1,Y,4,3,2020,Ambient
2535,LT,SGS4B,SGS4,2,2535_2,Y,1,3,2020,Ambient
2535,LT,SGS4B,SGS4,2,2535_2,Y,2,2,2020,Ambient
2535,LT,SGS4B,SGS4,2,2535_2,Y,3,3,2020,Ambient
2535,LT,SGS4B,SGS4,2,2535_2,Y,4,4,2020,Ambient
2535,LT,SGS4B,SGS4,3,2535_3,Y,1,4,2020,Ambient
2535,LT,SGS4B,SGS4,3,2535_3,Y,2,2,2020,Ambient
2535,LT,SGS4B,SGS4,3,2535_3,Y,3,2,2020,Ambient
2535,LT,SGS4B,SGS4,3,2535_3,Y,4,3,2020,Ambient
2535,LT,SGS4B,SGS4,4,2535_4,Y,1,5,2020,Ambient
2535,LT,SGS4B,SGS4,4,2535_4,Y,2,4,2020,Ambient
2535,LT,SGS4B,SGS4,4,2535_4,Y,3,2,2020,Ambient
2535,LT,SGS4B,SGS4,4,2535_4,Y,4,4,2020,Ambient
2535,LT,SGS4B,SGS4,5,2535_5,Y,1,4,2020,Ambient
2535,LT,SGS4B,SGS4,5,2535_5,Y,2,3,2020,Ambient
2535,LT,SGS4B,SGS4,5,2535_5,N,3,0,2020,Ambient
2535,LT,SGS4B,SGS4,5,2535_5,Y,4,2,2020,Ambient
2535,LT,SGS4B,SGS4,6,2535_6,N,1,0,2020,Ambient
2535,LT,SGS4B,SGS4,6,2535_6,N,2,0,2020,Ambient
2535,LT,SGS4B,SGS4,6,2535_6,Y,3,2,2020,Ambient
2535,LT,SGS4B,SGS4,6,2535_6,Y,4,2,2020,Ambient
2535,LT,SGS4B,SGS4,7,2535_7,N,1,0,2020,Ambient
2535,LT,SGS4B,SGS4,7,2535_7,N,2,0,2020,Ambient
2535,LT,SGS4B,SGS4,7,2535_7,N,3,0,2020,Ambient
2535,LT,SGS4B,SGS4,7,2535_7,N,4,0,2020,Ambient
2535,LT,SGS4B,SGS4,8,2535_8,Y,1,3,2020,Ambient
2535,LT,SGS4B,SGS4,8,2535_8,Y,2,3,2020,Ambient
2535,LT,SGS4B,SGS4,8,2535_8,N,3,0,2020,Ambient
2535,LT,SGS4B,SGS4,8,2535_8,N,4,0,2020,Ambient
2535,LT,SGS4B,SGS4,9,2535_9,Y,1,3,2020,Ambient
2535,LT,SGS4B,SGS4,9,2535_9,Y,2,2,2020,Ambient
2535,LT,SGS4B,SGS4,9,2535_9,Y,3,2,2020,Ambient
2535,LT,SGS4B,SGS4,9,2535_9,N,4,0,2020,Ambient
2535,LT,SGS4B,SGS4,10,2535_10,Y,1,1,2020,Ambient
2535,LT,SGS4B,SGS4,10,2535_10,N,2,0,2020,Ambient
2535,LT,SGS4B,SGS4,10,2535_10,N,3,0,2020,Ambient
2535,LT,SGS4B,SGS4,10,2535_10,N,4,0,2020,Ambient
2535,LT,SGS4B,SGS4,11,2535_11,Y,1,2,2020,Ambient
2535,LT,SGS4B,SGS4,11,2535_11,Y,2,3,2020,Ambient
2535,LT,SGS4B,SGS4,11,2535_11,Y,3,3,2020,Ambient
2535,LT,SGS4B,SGS4,11,2535_11,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,1,5491_1,Y,1,6,2020,Ambient
5491,LL,SGS4A,SGS4,1,5491_1,N,2,0,2020,Ambient
5491,LL,SGS4A,SGS4,1,5491_1,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,1,5491_1,Y,4,2,2020,Ambient
5491,LL,SGS4A,SGS4,2,5491_2,Y,1,3,2020,Ambient
5491,LL,SGS4A,SGS4,2,5491_2,Y,2,2,2020,Ambient
5491,LL,SGS4A,SGS4,2,5491_2,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,2,5491_2,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,3,5491_3,N,1,0,2020,Ambient
5491,LL,SGS4A,SGS4,3,5491_3,N,2,0,2020,Ambient
5491,LL,SGS4A,SGS4,3,5491_3,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,3,5491_3,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,4,5491_4,Y,1,4,2020,Ambient
5491,LL,SGS4A,SGS4,4,5491_4,Y,2,9,2020,Ambient
5491,LL,SGS4A,SGS4,4,5491_4,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,4,5491_4,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,5,5491_5,Y,1,5,2020,Ambient
5491,LL,SGS4A,SGS4,5,5491_5,Y,2,3,2020,Ambient
5491,LL,SGS4A,SGS4,5,5491_5,Y,3,7,2020,Ambient
5491,LL,SGS4A,SGS4,5,5491_5,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,6,5491_6,N,1,0,2020,Ambient
5491,LL,SGS4A,SGS4,6,5491_6,N,2,0,2020,Ambient
5491,LL,SGS4A,SGS4,6,5491_6,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,6,5491_6,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,7,5491_7,Y,1,8,2020,Ambient
5491,LL,SGS4A,SGS4,7,5491_7,Y,2,3,2020,Ambient
5491,LL,SGS4A,SGS4,7,5491_7,Y,3,5,2020,Ambient
5491,LL,SGS4A,SGS4,7,5491_7,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,8,5491_8,Y,1,3,2020,Ambient
5491,LL,SGS4A,SGS4,8,5491_8,N,2,0,2020,Ambient
5491,LL,SGS4A,SGS4,8,5491_8,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,8,5491_8,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,9,5491_9,N,1,0,2020,Ambient
5491,LL,SGS4A,SGS4,9,5491_9,N,2,0,2020,Ambient
5491,LL,SGS4A,SGS4,9,5491_9,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,9,5491_9,N,4,0,2020,Ambient
5491,LL,SGS4A,SGS4,10,5491_10,N,1,0,2020,Ambient
5491,LL,SGS4A,SGS4,10,5491_10,N,2,0,2020,Ambient
5491,LL,SGS4A,SGS4,10,5491_10,N,3,0,2020,Ambient
5491,LL,SGS4A,SGS4,10,5491_10,N,4,0,2020,Ambient
